solved,solution,programs,time,program_probability
False,(while frontIsClear move var0),33,0.005492890999903466,20.873031762289713
False,(putMarker (while frontIsClear move var0)),618,0.07957596300002479,48.061931781439526
False,,21132,60.05886064399965,189.21492034113587
False,(turnRight var0),5,0.004075079999893205,5.301898110478397
False,(putMarker (turnRight var0)),11,0.004453033999652689,12.208071553760853
False,(turnLeft (pickMarker (turnLeft (move (move (putMarker var0)))))),110867,55.058706922000056,343.1703999751625
False,(turnRight (repeat 3 move (putMarker (move var0)))),85983,39.085174334000385,276.74238211994515
False,(turnLeft (putMarker (turnLeft var0))),120,0.012593053999808035,28.110123573894395
False,(putMarker (turnRight var0)),11,0.004164842999671237,12.208071553760853
False,(putMarker (turnLeft var0)),10,0.004163787000379671,12.208071553760853
False,(putMarker (turnRight var0)),11,0.004178985000180546,12.208071553760853
